Numero di conferimento;Materiale;Specie;Prova - Singola;Tecnica;Nr. di esami programmati;Data del prelievo;Data di conferimento/accettazione;Data di registrazione;Data Carico Analisi;Data Inizio Analisi;Data Fine Analisi;Data ultimo Rdp emesso
51066;SANGUE;BOVINO;Brucellosi bovina e bufalina da B.abortus/melitensis (anticorpi);FdC;5;26/02/2008 00.00.00;27/02/2008 00.00.00;28/02/2008 00.00.00;;04/03/2008 00.00.00;04/03/2008 00.00.00;12/03/2008 00.00.00
39927;SANGUE;BOVINO;Leucosi Bovina Enzootica: anticorpi;AGID;48;11/02/2008 00.00.00;15/02/2008 00.00.00;18/02/2008 00.00.00;;18/02/2008 00.00.00;21/02/2008 00.00.00;22/02/2008 00.00.00
39936;SANGUE;BOVINO;Leucosi Bovina Enzootica: anticorpi;AGID;6;12/02/2008 00.00.00;15/02/2008 00.00.00;18/02/2008 00.00.00;;18/02/2008 00.00.00;21/02/2008 00.00.00;22/02/2008 00.00.00
39939;SANGUE;BOVINO;Leucosi Bovina Enzootica: anticorpi;AGID;8;12/02/2008 00.00.00;15/02/2008 00.00.00;18/02/2008 00.00.00;;18/02/2008 00.00.00;21/02/2008 00.00.00;22/02/2008 00.00.00
39950;SANGUE;BOVINO;Leucosi Bovina Enzootica: anticorpi;AGID;9;12/02/2008 00.00.00;15/02/2008 00.00.00;18/02/2008 00.00.00;;18/02/2008 00.00.00;21/02/2008 00.00.00;22/02/2008 00.00.00
39963;SANGUE;BOVINO;Leucosi Bovina Enzootica: anticorpi;AGID;2;12/02/2008 00.00.00;15/02/2008 00.00.00;18/02/2008 00.00.00;;18/02/2008 00.00.00;21/02/2008 00.00.00;22/02/2008 00.00.00
39965;SANGUE;BOVINO DA CARNE;Leucosi Bovina Enzootica: anticorpi;AGID;3;13/02/2008 00.00.00;15/02/2008 00.00.00;18/02/2008 00.00.00;;18/02/2008 00.00.00;21/02/2008 00.00.00;22/02/2008 00.00.00
39979;SANGUE;BOVINO;Leucosi Bovina Enzootica: anticorpi;AGID;27;12/02/2008 00.00.00;15/02/2008 00.00.00;18/02/2008 00.00.00;;18/02/2008 00.00.00;21/02/2008 00.00.00;22/02/2008 00.00.00
40039;SANGUE;BOVINO;Leucosi Bovina Enzootica: anticorpi;AGID;3;13/02/2008 00.00.00;15/02/2008 00.00.00;18/02/2008 00.00.00;;18/02/2008 00.00.00;21/02/2008 00.00.00;22/02/2008 00.00.00
40067;SANGUE;BOVINO;Leucosi Bovina Enzootica: anticorpi;AGID;10;13/02/2008 00.00.00;15/02/2008 00.00.00;18/02/2008 00.00.00;;18/02/2008 00.00.00;21/02/2008 00.00.00;22/02/2008 00.00.00
40083;SANGUE;BOVINO;Leucosi Bovina Enzootica: anticorpi;AGID;1;15/02/2008 00.00.00;16/02/2008 00.00.00;18/02/2008 00.00.00;;18/02/2008 00.00.00;21/02/2008 00.00.00;22/02/2008 00.00.00
40143;SANGUE;BOVINO;Leucosi Bovina Enzootica: anticorpi;AGID;2;13/02/2008 00.00.00;15/02/2008 00.00.00;18/02/2008 00.00.00;;18/02/2008 00.00.00;21/02/2008 00.00.00;22/02/2008 00.00.00
40162;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;1;14/02/2008 00.00.00;15/02/2008 00.00.00;18/02/2008 00.00.00;;19/02/2008 00.00.00;19/02/2008 00.00.00;20/02/2008 00.00.00
40169;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;1;12/02/2008 00.00.00;15/02/2008 00.00.00;18/02/2008 00.00.00;;19/02/2008 00.00.00;19/02/2008 00.00.00;20/02/2008 00.00.00
40179;SANGUE;OVINO;Brucellosi ovina da B. ovis: anticorpi;FdC;2;15/02/2008 00.00.00;15/02/2008 00.00.00;18/02/2008 00.00.00;;19/02/2008 00.00.00;19/02/2008 00.00.00;20/02/2008 00.00.00
41813;LATTE;BOVINO;Leucosi Bovina Enzootica: anticorpi nel latte;ELISA (kit IZS-BS);1;14/02/2008 00.00.00;15/02/2008 00.00.00;19/02/2008 00.00.00;;05/03/2008 00.00.00;05/03/2008 00.00.00;06/03/2008 00.00.00
41817;LATTE;BOVINO;Leucosi Bovina Enzootica: anticorpi nel latte;ELISA (kit IZS-BS);1;14/02/2008 00.00.00;15/02/2008 00.00.00;19/02/2008 00.00.00;;05/03/2008 00.00.00;05/03/2008 00.00.00;06/03/2008 00.00.00
41823;LATTE;BOVINO;Leucosi Bovina Enzootica: anticorpi nel latte;ELISA (kit IZS-BS);1;14/02/2008 00.00.00;15/02/2008 00.00.00;19/02/2008 00.00.00;;05/03/2008 00.00.00;05/03/2008 00.00.00;06/03/2008 00.00.00
41827;LATTE;BOVINO;Leucosi Bovina Enzootica: anticorpi nel latte;ELISA (kit IZS-BS);1;14/02/2008 00.00.00;15/02/2008 00.00.00;19/02/2008 00.00.00;;05/03/2008 00.00.00;05/03/2008 00.00.00;06/03/2008 00.00.00
41830;LATTE;BOVINO;Leucosi Bovina Enzootica: anticorpi nel latte;ELISA (kit IZS-BS);1;14/02/2008 00.00.00;15/02/2008 00.00.00;19/02/2008 00.00.00;;05/03/2008 00.00.00;05/03/2008 00.00.00;06/03/2008 00.00.00
41833;LATTE;BOVINO;Leucosi Bovina Enzootica: anticorpi nel latte;ELISA (kit IZS-BS);1;14/02/2008 00.00.00;15/02/2008 00.00.00;19/02/2008 00.00.00;;05/03/2008 00.00.00;05/03/2008 00.00.00;06/03/2008 00.00.00
41835;LATTE;BOVINO;Leucosi Bovina Enzootica: anticorpi nel latte;ELISA (kit IZS-BS);1;14/02/2008 00.00.00;15/02/2008 00.00.00;19/02/2008 00.00.00;;05/03/2008 00.00.00;05/03/2008 00.00.00;06/03/2008 00.00.00
41839;LATTE;BOVINO;Leucosi Bovina Enzootica: anticorpi nel latte;ELISA (kit IZS-BS);1;14/02/2008 00.00.00;15/02/2008 00.00.00;19/02/2008 00.00.00;;05/03/2008 00.00.00;05/03/2008 00.00.00;06/03/2008 00.00.00
41842;LATTE;BOVINO;Leucosi Bovina Enzootica: anticorpi nel latte;ELISA (kit IZS-BS);1;14/02/2008 00.00.00;15/02/2008 00.00.00;19/02/2008 00.00.00;;05/03/2008 00.00.00;05/03/2008 00.00.00;06/03/2008 00.00.00
41845;LATTE;BOVINO;Leucosi Bovina Enzootica: anticorpi nel latte;ELISA (kit IZS-BS);1;14/02/2008 00.00.00;15/02/2008 00.00.00;19/02/2008 00.00.00;;05/03/2008 00.00.00;05/03/2008 00.00.00;06/03/2008 00.00.00
41847;LATTE;BOVINO;Leucosi Bovina Enzootica: anticorpi nel latte;ELISA (kit IZS-BS);1;14/02/2008 00.00.00;15/02/2008 00.00.00;19/02/2008 00.00.00;;05/03/2008 00.00.00;05/03/2008 00.00.00;06/03/2008 00.00.00
41852;LATTE;BOVINO;Leucosi Bovina Enzootica: anticorpi nel latte;ELISA (kit IZS-BS);1;14/02/2008 00.00.00;15/02/2008 00.00.00;19/02/2008 00.00.00;;05/03/2008 00.00.00;05/03/2008 00.00.00;06/03/2008 00.00.00
41855;LATTE;BOVINO;Leucosi Bovina Enzootica: anticorpi nel latte;ELISA (kit IZS-BS);1;14/02/2008 00.00.00;15/02/2008 00.00.00;19/02/2008 00.00.00;;05/03/2008 00.00.00;05/03/2008 00.00.00;06/03/2008 00.00.00
41857;LATTE;BOVINO;Leucosi Bovina Enzootica: anticorpi nel latte;ELISA (kit IZS-BS);1;14/02/2008 00.00.00;15/02/2008 00.00.00;19/02/2008 00.00.00;;05/03/2008 00.00.00;05/03/2008 00.00.00;06/03/2008 00.00.00
41860;LATTE;BOVINO;Leucosi Bovina Enzootica: anticorpi nel latte;ELISA (kit IZS-BS);1;14/02/2008 00.00.00;15/02/2008 00.00.00;19/02/2008 00.00.00;;05/03/2008 00.00.00;05/03/2008 00.00.00;06/03/2008 00.00.00
41864;LATTE;BOVINO;Leucosi Bovina Enzootica: anticorpi nel latte;ELISA (kit IZS-BS);1;14/02/2008 00.00.00;15/02/2008 00.00.00;19/02/2008 00.00.00;;05/03/2008 00.00.00;05/03/2008 00.00.00;06/03/2008 00.00.00
41869;LATTE;BOVINO;Leucosi Bovina Enzootica: anticorpi nel latte;ELISA (kit IZS-BS);1;14/02/2008 00.00.00;15/02/2008 00.00.00;19/02/2008 00.00.00;;05/03/2008 00.00.00;05/03/2008 00.00.00;06/03/2008 00.00.00
42465;SANGUE;BOVINO;Leucosi Bovina Enzootica: anticorpi;AGID;9;18/02/2008 00.00.00;19/02/2008 00.00.00;19/02/2008 00.00.00;;20/02/2008 00.00.00;23/02/2008 00.00.00;27/02/2008 00.00.00
42450;SANGUE;BOVINO;Leucosi Bovina Enzootica: anticorpi;AGID;65;18/02/2008 00.00.00;19/02/2008 00.00.00;19/02/2008 00.00.00;;20/02/2008 00.00.00;23/02/2008 00.00.00;27/02/2008 00.00.00
42511;SANGUE;BOVINO;Leucosi Bovina Enzootica: anticorpi;AGID;1;18/02/2008 00.00.00;19/02/2008 00.00.00;19/02/2008 00.00.00;;20/02/2008 00.00.00;23/02/2008 00.00.00;27/02/2008 00.00.00
42517;SANGUE;BOVINO;Leucosi Bovina Enzootica: anticorpi;AGID;1;15/02/2008 00.00.00;19/02/2008 00.00.00;19/02/2008 00.00.00;;20/02/2008 00.00.00;23/02/2008 00.00.00;27/02/2008 00.00.00
42522;SANGUE;BOVINO;Leucosi Bovina Enzootica: anticorpi;AGID;2;18/02/2008 00.00.00;19/02/2008 00.00.00;19/02/2008 00.00.00;;20/02/2008 00.00.00;23/02/2008 00.00.00;27/02/2008 00.00.00
42529;SANGUE;BOVINO;Leucosi Bovina Enzootica: anticorpi;AGID;60;15/02/2008 00.00.00;19/02/2008 00.00.00;19/02/2008 00.00.00;;20/02/2008 00.00.00;23/02/2008 00.00.00;04/03/2008 00.00.00
4907;SANGUE;BOVINO;Leucosi Bovina Enzootica: anticorpi;AGID;1;08/01/2008 00.00.00;08/01/2008 00.00.00;08/01/2008 00.00.00;;09/01/2008 00.00.00;12/01/2008 00.00.00;14/01/2008 00.00.00
5916;SANGUE;BOVINO;Leucosi Bovina Enzootica: anticorpi;AGID;26;07/01/2008 00.00.00;08/01/2008 00.00.00;09/01/2008 00.00.00;;09/01/2008 00.00.00;12/01/2008 00.00.00;14/01/2008 00.00.00
5924;SANGUE;BOVINO;Leucosi Bovina Enzootica: anticorpi;AGID;3;08/01/2008 00.00.00;08/01/2008 00.00.00;09/01/2008 00.00.00;;09/01/2008 00.00.00;12/01/2008 00.00.00;14/01/2008 00.00.00
5934;SANGUE;BOVINO;Leucosi Bovina Enzootica: anticorpi;AGID;3;07/01/2008 00.00.00;08/01/2008 00.00.00;09/01/2008 00.00.00;;09/01/2008 00.00.00;12/01/2008 00.00.00;21/01/2008 00.00.00
5937;SANGUE;BOVINO;Leucosi Bovina Enzootica: anticorpi;AGID;1;07/01/2008 00.00.00;08/01/2008 00.00.00;09/01/2008 00.00.00;;09/01/2008 00.00.00;12/01/2008 00.00.00;14/01/2008 00.00.00
5943;SANGUE;BOVINO;Leucosi Bovina Enzootica: anticorpi;AGID;5;07/01/2008 00.00.00;08/01/2008 00.00.00;09/01/2008 00.00.00;;09/01/2008 00.00.00;12/01/2008 00.00.00;14/01/2008 00.00.00
5951;SANGUE;BOVINO;Leucosi Bovina Enzootica: anticorpi;AGID;1;03/01/2008 00.00.00;08/01/2008 00.00.00;09/01/2008 00.00.00;;09/01/2008 00.00.00;12/01/2008 00.00.00;14/01/2008 00.00.00
7075;SANGUE;BOVINO;Leucosi Bovina Enzootica: anticorpi;AGID;2;08/01/2008 00.00.00;09/01/2008 00.00.00;10/01/2008 00.00.00;;11/01/2008 00.00.00;14/01/2008 00.00.00;16/01/2008 00.00.00
7087;SANGUE;BOVINO;Leucosi Bovina Enzootica: anticorpi;AGID;43;08/01/2008 00.00.00;09/01/2008 00.00.00;10/01/2008 00.00.00;;11/01/2008 00.00.00;14/01/2008 00.00.00;16/01/2008 00.00.00
8874;SANGUE;BOVINO;Leucosi Bovina Enzootica: anticorpi;AGID;153;09/01/2008 00.00.00;11/01/2008 00.00.00;11/01/2008 00.00.00;;14/01/2008 00.00.00;17/01/2008 00.00.00;18/01/2008 00.00.00
8880;SANGUE;BOVINO;Leucosi Bovina Enzootica: anticorpi;AGID;3;10/01/2008 00.00.00;11/01/2008 00.00.00;11/01/2008 00.00.00;;14/01/2008 00.00.00;17/01/2008 00.00.00;18/01/2008 00.00.00
8882;SANGUE;BOVINO;Leucosi Bovina Enzootica: anticorpi;AGID;21;11/01/2008 00.00.00;11/01/2008 00.00.00;11/01/2008 00.00.00;;14/01/2008 00.00.00;17/01/2008 00.00.00;18/01/2008 00.00.00
40486;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;1;14/02/2008 00.00.00;15/02/2008 00.00.00;18/02/2008 00.00.00;;18/02/2008 00.00.00;20/02/2008 00.00.00;20/02/2008 00.00.00
40491;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;2;14/02/2008 00.00.00;15/02/2008 00.00.00;18/02/2008 00.00.00;;18/02/2008 00.00.00;20/02/2008 00.00.00;20/02/2008 00.00.00
40498;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;2;14/02/2008 00.00.00;15/02/2008 00.00.00;18/02/2008 00.00.00;;18/02/2008 00.00.00;20/02/2008 00.00.00;20/02/2008 00.00.00
40502;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;1;14/02/2008 00.00.00;15/02/2008 00.00.00;18/02/2008 00.00.00;;18/02/2008 00.00.00;20/02/2008 00.00.00;20/02/2008 00.00.00
40504;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;5;13/02/2008 00.00.00;14/02/2008 00.00.00;18/02/2008 00.00.00;;18/02/2008 00.00.00;20/02/2008 00.00.00;20/02/2008 00.00.00
40510;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;1;15/02/2008 00.00.00;16/02/2008 00.00.00;18/02/2008 00.00.00;;18/02/2008 00.00.00;20/02/2008 00.00.00;20/02/2008 00.00.00
40581;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;1;15/02/2008 00.00.00;16/02/2008 00.00.00;18/02/2008 00.00.00;;18/02/2008 00.00.00;20/02/2008 00.00.00;20/02/2008 00.00.00
40585;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;4;15/02/2008 00.00.00;16/02/2008 00.00.00;18/02/2008 00.00.00;;18/02/2008 00.00.00;20/02/2008 00.00.00;20/02/2008 00.00.00
40589;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;2;18/02/2008 00.00.00;18/02/2008 00.00.00;18/02/2008 00.00.00;;18/02/2008 00.00.00;20/02/2008 00.00.00;20/02/2008 00.00.00
40594;SANGUE;MULO;Anemia infettiva equina: anticorpi;AGID;1;18/02/2008 00.00.00;18/02/2008 00.00.00;18/02/2008 00.00.00;;18/02/2008 00.00.00;20/02/2008 00.00.00;20/02/2008 00.00.00
41196;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;47;18/02/2008 00.00.00;18/02/2008 00.00.00;19/02/2008 00.00.00;;18/02/2008 00.00.00;20/02/2008 00.00.00;20/02/2008 00.00.00
6371;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;2;08/01/2008 00.00.00;08/01/2008 00.00.00;09/01/2008 00.00.00;;09/01/2008 00.00.00;11/01/2008 00.00.00;11/01/2008 00.00.00
6378;SANGUE;ASINO;Anemia infettiva equina: anticorpi;AGID;1;31/12/2007 00.00.00;08/01/2008 00.00.00;09/01/2008 00.00.00;;09/01/2008 00.00.00;11/01/2008 00.00.00;11/01/2008 00.00.00
8815;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;57;09/01/2008 00.00.00;11/01/2008 00.00.00;11/01/2008 00.00.00;;14/01/2008 00.00.00;16/01/2008 00.00.00;16/01/2008 00.00.00
8840;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;1;10/01/2008 00.00.00;11/01/2008 00.00.00;11/01/2008 00.00.00;;14/01/2008 00.00.00;16/01/2008 00.00.00;24/01/2008 00.00.00
9710;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;1;11/01/2008 00.00.00;14/01/2008 00.00.00;14/01/2008 00.00.00;;14/01/2008 00.00.00;16/01/2008 00.00.00;16/01/2008 00.00.00
6647;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;1;08/01/2008 00.00.00;09/01/2008 00.00.00;09/01/2008 00.00.00;;09/01/2008 00.00.00;11/01/2008 00.00.00;11/01/2008 00.00.00
6671;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;8;08/01/2008 00.00.00;09/01/2008 00.00.00;09/01/2008 00.00.00;;09/01/2008 00.00.00;11/01/2008 00.00.00;11/01/2008 00.00.00
6679;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;4;08/01/2008 00.00.00;09/01/2008 00.00.00;09/01/2008 00.00.00;;09/01/2008 00.00.00;11/01/2008 00.00.00;11/01/2008 00.00.00
6383;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;3;07/01/2008 00.00.00;08/01/2008 00.00.00;09/01/2008 00.00.00;;09/01/2008 00.00.00;11/01/2008 00.00.00;11/01/2008 00.00.00
6391;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;1;07/01/2008 00.00.00;08/01/2008 00.00.00;09/01/2008 00.00.00;;09/01/2008 00.00.00;11/01/2008 00.00.00;11/01/2008 00.00.00
50460;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;1;22/02/2008 00.00.00;26/02/2008 00.00.00;27/02/2008 00.00.00;;27/02/2008 00.00.00;29/02/2008 00.00.00;29/02/2008 00.00.00
50451;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;10;25/02/2008 00.00.00;25/02/2008 00.00.00;27/02/2008 00.00.00;;27/02/2008 00.00.00;29/02/2008 00.00.00;29/02/2008 00.00.00
50454;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;1;25/02/2008 00.00.00;25/02/2008 00.00.00;27/02/2008 00.00.00;;27/02/2008 00.00.00;29/02/2008 00.00.00;29/02/2008 00.00.00
50466;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;1;25/02/2008 00.00.00;26/02/2008 00.00.00;27/02/2008 00.00.00;;27/02/2008 00.00.00;29/02/2008 00.00.00;29/02/2008 00.00.00
50488;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;3;19/02/2008 00.00.00;26/02/2008 00.00.00;27/02/2008 00.00.00;;27/02/2008 00.00.00;29/02/2008 00.00.00;29/02/2008 00.00.00
50492;SANGUE;ASINO;Anemia infettiva equina: anticorpi;AGID;3;19/02/2008 00.00.00;26/02/2008 00.00.00;27/02/2008 00.00.00;;27/02/2008 00.00.00;29/02/2008 00.00.00;29/02/2008 00.00.00
50495;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;2;22/02/2008 00.00.00;26/02/2008 00.00.00;27/02/2008 00.00.00;;27/02/2008 00.00.00;29/02/2008 00.00.00;29/02/2008 00.00.00
50499;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;5;22/02/2008 00.00.00;26/02/2008 00.00.00;27/02/2008 00.00.00;;27/02/2008 00.00.00;29/02/2008 00.00.00;29/02/2008 00.00.00
50506;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;1;26/02/2008 00.00.00;27/02/2008 00.00.00;27/02/2008 00.00.00;;27/02/2008 00.00.00;29/02/2008 00.00.00;29/02/2008 00.00.00
50510;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;1;26/02/2008 00.00.00;27/02/2008 00.00.00;27/02/2008 00.00.00;;27/02/2008 00.00.00;29/02/2008 00.00.00;29/02/2008 00.00.00
28002;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;4;30/01/2008 00.00.00;01/02/2008 00.00.00;04/02/2008 00.00.00;;04/02/2008 00.00.00;06/02/2008 00.00.00;06/02/2008 00.00.00
28026;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;1;30/01/2008 00.00.00;01/02/2008 00.00.00;04/02/2008 00.00.00;;04/02/2008 00.00.00;06/02/2008 00.00.00;06/02/2008 00.00.00
27958;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;2;31/01/2008 00.00.00;01/02/2008 00.00.00;04/02/2008 00.00.00;;04/02/2008 00.00.00;06/02/2008 00.00.00;08/02/2008 00.00.00
24935;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;1;25/01/2008 00.00.00;29/01/2008 00.00.00;30/01/2008 00.00.00;;30/01/2008 00.00.00;01/02/2008 00.00.00;01/02/2008 00.00.00
24938;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;3;29/01/2008 00.00.00;30/01/2008 00.00.00;30/01/2008 00.00.00;;30/01/2008 00.00.00;01/02/2008 00.00.00;01/02/2008 00.00.00
41203;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;2;18/02/2008 00.00.00;18/02/2008 00.00.00;19/02/2008 00.00.00;;18/02/2008 00.00.00;20/02/2008 00.00.00;20/02/2008 00.00.00
43717;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;14;20/02/2008 00.00.00;20/02/2008 00.00.00;20/02/2008 00.00.00;;20/02/2008 00.00.00;22/02/2008 00.00.00;22/02/2008 00.00.00
43729;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;11;20/02/2008 00.00.00;20/02/2008 00.00.00;20/02/2008 00.00.00;;20/02/2008 00.00.00;22/02/2008 00.00.00;22/02/2008 00.00.00
43734;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;1;15/02/2008 00.00.00;19/02/2008 00.00.00;20/02/2008 00.00.00;;20/02/2008 00.00.00;22/02/2008 00.00.00;22/02/2008 00.00.00
43738;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;1;20/02/2008 00.00.00;20/02/2008 00.00.00;20/02/2008 00.00.00;;20/02/2008 00.00.00;22/02/2008 00.00.00;22/02/2008 00.00.00
43746;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;8;20/02/2008 00.00.00;20/02/2008 00.00.00;20/02/2008 00.00.00;;20/02/2008 00.00.00;22/02/2008 00.00.00;22/02/2008 00.00.00
43769;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;8;20/02/2008 00.00.00;20/02/2008 00.00.00;20/02/2008 00.00.00;;20/02/2008 00.00.00;22/02/2008 00.00.00;22/02/2008 00.00.00
43787;LATTE;BOVINO;BHV1/Rinotracheite Infettiva Bovina: anticorpi nel latte;ELISA (kit IZS-BS);1;13/02/2008 00.00.00;13/02/2008 00.00.00;20/02/2008 00.00.00;;21/02/2008 00.00.00;21/02/2008 00.00.00;22/02/2008 00.00.00
43374;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;8;19/02/2008 00.00.00;19/02/2008 00.00.00;20/02/2008 00.00.00;;20/02/2008 00.00.00;22/02/2008 00.00.00;22/02/2008 00.00.00
43381;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;2;15/02/2008 00.00.00;19/02/2008 00.00.00;20/02/2008 00.00.00;;20/02/2008 00.00.00;22/02/2008 00.00.00;22/02/2008 00.00.00
43404;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;23;15/02/2008 00.00.00;19/02/2008 00.00.00;20/02/2008 00.00.00;;20/02/2008 00.00.00;22/02/2008 00.00.00;22/02/2008 00.00.00
43438;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;44;19/02/2008 00.00.00;20/02/2008 00.00.00;20/02/2008 00.00.00;;20/02/2008 00.00.00;22/02/2008 00.00.00;22/02/2008 00.00.00
43862;SANGUE;CAVALLO;Anemia infettiva equina: anticorpi;AGID;4;19/02/2008 00.00.00;20/02/2008 00.00.00;20/02/2008 00.00.00;;20/02/2008 00.00.00;22/02/2008 00.00.00;22/02/2008 00.00.00
50684;LATTE;BOVINO;Aflatossina M1;ELISA;;21/02/2008 00.00.00;21/02/2008 00.00.00;27/02/2008 00.00.00;;03/03/2008 00.00.00;03/03/2008 00.00.00;03/03/2008 00.00.00
50686;LATTE;BOVINO;Aflatossina M1;ELISA;;22/02/2008 00.00.00;22/02/2008 00.00.00;27/02/2008 00.00.00;;03/03/2008 00.00.00;03/03/2008 00.00.00;03/03/2008 00.00.00
50688;LATTE;BOVINO;Aflatossina M1;ELISA;;22/02/2008 00.00.00;22/02/2008 00.00.00;27/02/2008 00.00.00;;03/03/2008 00.00.00;03/03/2008 00.00.00;03/03/2008 00.00.00
8888;SANGUE;BOVINO;Leucosi Bovina Enzootica: anticorpi;AGID;61;10/01/2008 00.00.00;11/01/2008 00.00.00;11/01/2008 00.00.00;;14/01/2008 00.00.00;17/01/2008 00.00.00;18/01/2008 00.00.00
8904;SANGUE;BOVINO DA CARNE;Leucosi Bovina Enzootica: anticorpi;AGID;2;09/01/2008 00.00.00;11/01/2008 00.00.00;11/01/2008 00.00.00;;14/01/2008 00.00.00;17/01/2008 00.00.00;18/01/2008 00.00.00
8907;SANGUE;BOVINO;Leucosi Bovina Enzootica: anticorpi;AGID;2;09/01/2008 00.00.00;11/01/2008 00.00.00;11/01/2008 00.00.00;;14/01/2008 00.00.00;17/01/2008 00.00.00;18/01/2008 00.00.00
8909;SANGUE;BOVINO;Leucosi Bovina Enzootica: anticorpi;AGID;10;11/01/2008 00.00.00;11/01/2008 00.00.00;11/01/2008 00.00.00;;14/01/2008 00.00.00;17/01/2008 00.00.00;18/01/2008 00.00.00
8914;SANGUE;BOVINO;Leucosi Bovina Enzootica: anticorpi;AGID;3;11/01/2008 00.00.00;11/01/2008 00.00.00;11/01/2008 00.00.00;;14/01/2008 00.00.00;17/01/2008 00.00.00;18/01/2008 00.00.00
8917;SANGUE;BOVINO;Leucosi Bovina Enzootica: anticorpi;AGID;4;09/01/2008 00.00.00;11/01/2008 00.00.00;11/01/2008 00.00.00;;14/01/2008 00.00.00;17/01/2008 00.00.00;18/01/2008 00.00.00
8918;SANGUE;BOVINO;Leucosi Bovina Enzootica: anticorpi;AGID;7;11/01/2008 00.00.00;11/01/2008 00.00.00;11/01/2008 00.00.00;;14/01/2008 00.00.00;17/01/2008 00.00.00;18/01/2008 00.00.00
8920;SANGUE;BOVINO;Leucosi Bovina Enzootica: anticorpi;AGID;1;09/01/2008 00.00.00;11/01/2008 00.00.00;11/01/2008 00.00.00;;14/01/2008 00.00.00;17/01/2008 00.00.00;18/01/2008 00.00.00
8925;SANGUE;BOVINO;Leucosi Bovina Enzootica: anticorpi;AGID;20;09/01/2008 00.00.00;11/01/2008 00.00.00;11/01/2008 00.00.00;;14/01/2008 00.00.00;17/01/2008 00.00.00;18/01/2008 00.00.00
8926;SANGUE;BOVINO;Leucosi Bovina Enzootica: anticorpi;AGID;7;09/01/2008 00.00.00;11/01/2008 00.00.00;11/01/2008 00.00.00;;14/01/2008 00.00.00;17/01/2008 00.00.00;11/02/2008 00.00.00
8928;SANGUE;BOVINO;Leucosi Bovina Enzootica: anticorpi;AGID;2;09/01/2008 00.00.00;11/01/2008 00.00.00;11/01/2008 00.00.00;;14/01/2008 00.00.00;17/01/2008 00.00.00;18/01/2008 00.00.00
7017;SANGUE;BOVINO;Leucosi Bovina Enzootica: anticorpi;AGID;20;08/01/2008 00.00.00;09/01/2008 00.00.00;10/01/2008 00.00.00;;11/01/2008 00.00.00;14/01/2008 00.00.00;16/01/2008 00.00.00
